host_is_superhost,host_listings_count,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,price,review_scores_rating,reviews_per_month
1,3,Briarwood,Queens,40.708090000000006,-73.80479,Entire residential home,Entire home/apt,6,1.0,3,350,5.0,1.0
0,5,East Harlem,Manhattan,40.79133,-73.93875,Entire rental unit,Entire home/apt,4,1.0,2,199,0.0,0.0
0,0,Emerson Hill,Staten Island,40.60725,-74.13826999999999,Entire residential home,Entire home/apt,6,1.5,3,126,0.0,0.0
0,1,Bensonhurst,Brooklyn,40.6069,-73.99596,Entire residential home,Entire home/apt,6,1.0,3,130,0.0,0.0
0,0,Richmond Hill,Queens,40.70329,-73.82831999999999,Entire residential home,Entire home/apt,6,1.0,3,182,4.64,2.29
0,1,Nolita,Manhattan,40.72214,-73.99417,Entire rental unit,Entire home/apt,4,2.0,2,675,0.0,0.0
0,204,Brooklyn Heights,Brooklyn,40.69336,-73.99258,Entire rental unit,Entire home/apt,3,1.0,1,226,0.0,0.0
0,0,West Village,Manhattan,40.73131,-74.00445,Entire rental unit,Entire home/apt,2,1.0,1,200,5.0,0.19
0,3,Bushwick,Brooklyn,40.69239,-73.91994,Entire rental unit,Entire home/apt,6,3.0,3,182,4.45,1.82
0,0,St. Albans,Queens,40.69328,-73.75256,Entire residential home,Entire home/apt,2,1.0,1,100,5.0,3.65
1,2,Williamsburg,Brooklyn,40.70892,-73.9432,Entire loft,Entire home/apt,4,1.0,2,221,4.94,6.15
1,2,Ozone Park,Queens,40.68544,-73.84474,Entire rental unit,Entire home/apt,3,1.0,1,82,5.0,2.57
0,75,Midtown,Manhattan,40.7516,-73.97357,Entire condominium (condo),Entire home/apt,6,2.0,2,850,0.0,0.0
0,1,East Village,Manhattan,40.73176,-73.98447,Entire rental unit,Entire home/apt,5,2.0,4,600,0.0,0.0
0,0,Fort Greene,Brooklyn,40.69586,-73.97405,Entire rental unit,Entire home/apt,3,1.0,1,92,5.0,0.23
0,2,Hell's Kitchen,Manhattan,40.76723,-73.98567,Entire rental unit,Entire home/apt,4,1.0,1,175,5.0,2.21
0,0,Williamsburg,Brooklyn,40.71555,-73.94719,Entire condominium (condo),Entire home/apt,2,2.0,2,220,5.0,0.24
1,1,Williamsburg,Brooklyn,40.70765,-73.94983,Entire rental unit,Entire home/apt,3,1.0,1,149,4.97,8.98
0,0,Bergen Beach,Brooklyn,40.62539,-73.90919,Entire residential home,Entire home/apt,2,1.0,1,150,5.0,0.56
0,0,Williamsbridge,Bronx,40.88526,-73.8607,Entire residential home,Entire home/apt,12,3.0,4,300,0.0,0.0
0,3,Brownsville,Brooklyn,40.66426,-73.91088,Entire rental unit,Entire home/apt,2,1.0,1,100,4.15,2.62
0,219,Upper West Side,Manhattan,40.80026,-73.96008,Entire rental unit,Entire home/apt,1,1.0,1,86,0.0,0.0
0,1,Park Slope,Brooklyn,40.67111,-73.97221,Entire condominium (condo),Entire home/apt,5,2.0,2,305,5.0,0.53
0,0,Downtown Brooklyn,Brooklyn,40.69348,-73.98363,Entire rental unit,Entire home/apt,2,1.0,1,196,0.0,0.0
0,0,Williamsburg,Brooklyn,40.70991,-73.94466,Entire rental unit,Entire home/apt,3,1.5,2,325,5.0,0.19
0,0,East New York,Brooklyn,40.66722,-73.87401,Entire residential home,Entire home/apt,5,1.0,2,147,4.75,2.42
0,4,Parkchester,Bronx,40.83933,-73.86905,Entire rental unit,Entire home/apt,10,1.0,2,369,4.5,6.0
0,0,Williamsburg,Brooklyn,40.708031,-73.942581,Entire rental unit,Entire home/apt,2,1.0,1,225,5.0,5.0
0,1,Bushwick,Brooklyn,40.69369,-73.9055,Entire rental unit,Entire home/apt,4,1.0,2,189,5.0,2.0
1,2,Canarsie,Brooklyn,40.64328,-73.91563000000001,Entire rental unit,Entire home/apt,6,1.0,3,280,4.82,1.75
0,23,Harlem,Manhattan,40.79928,-73.95485,Entire rental unit,Entire home/apt,3,1.0,2,99,2.0,0.28
1,1,Williamsburg,Brooklyn,40.71311,-73.9583,Entire loft,Entire home/apt,3,1.0,1,240,4.93,4.2
0,0,East Harlem,Manhattan,40.80544,-73.94157,Entire townhouse,Entire home/apt,6,4.0,4,257,5.0,0.27
0,0,Kips Bay,Manhattan,40.74449,-73.97603000000001,Entire rental unit,Entire home/apt,2,1.0,1,122,4.88,2.82
0,0,Bedford-Stuyvesant,Brooklyn,40.69007,-73.95647,Entire rental unit,Entire home/apt,2,1.0,1,90,4.91,1.76
0,204,Midtown,Manhattan,40.76456,-73.98149000000001,Entire rental unit,Entire home/apt,3,1.0,1,255,0.0,0.0
0,2273,Upper East Side,Manhattan,40.77878,-73.95263,Entire rental unit,Entire home/apt,2,1.0,1,263,0.0,0.0
0,0,Williamsburg,Brooklyn,40.71522,-73.96205,Entire townhouse,Entire home/apt,8,2.5,4,1373,5.0,2.62
1,1,Upper East Side,Manhattan,40.76167,-73.96396,Entire rental unit,Entire home/apt,2,1.0,1,172,0.0,0.0
0,1,Claremont Village,Bronx,40.84373,-73.90495,Entire rental unit,Entire home/apt,4,1.0,1,125,4.0,0.44
0,2,Greenwich Village,Manhattan,40.72957,-73.99978,Entire rental unit,Entire home/apt,4,1.0,2,310,5.0,2.73
1,1,East Harlem,Manhattan,40.79127,-73.94115,Entire rental unit,Entire home/apt,7,1.0,2,127,4.85,2.06
0,177,Hell's Kitchen,Manhattan,40.766940000000005,-73.98998,Entire rental unit,Entire home/apt,3,2.0,1,150,5.0,0.45
0,2,Brighton Beach,Brooklyn,40.58166,-73.96884,Entire rental unit,Entire home/apt,3,1.0,1,119,4.58,7.66
0,2,West Village,Manhattan,40.73381,-74.00165,Entire rental unit,Entire home/apt,2,1.0,1,175,5.0,0.32
0,3,Flatiron District,Manhattan,40.74017,-73.98749000000001,Entire rental unit,Entire home/apt,4,1.0,2,600,0.0,0.0
0,1,Glendale,Queens,40.69905,-73.89331999999999,Entire rental unit,Entire home/apt,4,1.0,2,120,4.75,9.52
1,2,Hell's Kitchen,Manhattan,40.76425,-73.98764,Entire rental unit,Entire home/apt,3,1.0,1,90,4.5,1.15
0,17,Murray Hill,Manhattan,40.74718,-73.97655999999999,Entire rental unit,Entire home/apt,5,1.0,2,139,0.0,0.0
1,1,Harlem,Manhattan,40.82535,-73.94404,Entire rental unit,Entire home/apt,6,1.0,3,193,5.0,4.09
0,1,Upper West Side,Manhattan,40.79183,-73.96641,Entire rental unit,Entire home/apt,6,3.5,3,500,5.0,0.45
0,0,Kips Bay,Manhattan,40.7406,-73.98163000000001,Entire rental unit,Entire home/apt,4,1.0,2,130,5.0,0.31
1,1,East Flatbush,Brooklyn,40.63487,-73.93241,Entire residential home,Entire home/apt,4,1.0,2,121,4.85,40.0
0,0,Sunnyside,Queens,40.74943,-73.91551,Entire residential home,Entire home/apt,8,1.0,3,500,4.8,1.04
0,0,New Brighton,Staten Island,40.639664,-74.088959,Entire guest suite,Entire home/apt,2,1.0,1,115,4.79,6.0
0,2,Kips Bay,Manhattan,40.73984,-73.98406,Entire condominium (condo),Entire home/apt,4,2.0,2,666,5.0,6.79
0,0,Red Hook,Brooklyn,40.67917,-74.00608000000001,Entire loft,Entire home/apt,4,1.0,1,290,4.83,7.06
1,0,East Harlem,Manhattan,40.79986,-73.93621,Entire rental unit,Entire home/apt,2,1.0,2,95,0.0,0.0
0,1,Flushing,Queens,40.7557,-73.80948000000001,Entire rental unit,Entire home/apt,7,2.0,3,166,5.0,0.38
0,0,Ditmars Steinway,Queens,40.77068,-73.88928,Entire loft,Entire home/apt,5,1.5,3,236,0.0,0.0
0,1,Rockaway Beach,Queens,40.59027,-73.81031999999999,Entire residential home,Entire home/apt,6,1.0,3,400,0.0,0.0
0,0,East Harlem,Manhattan,40.79116,-73.94071,Entire condominium (condo),Entire home/apt,3,1.0,1,79,5.0,0.16
0,1,East Harlem,Manhattan,40.79797,-73.94404,Entire rental unit,Entire home/apt,4,1.0,1,93,4.67,0.71
0,0,Gowanus,Brooklyn,40.68275,-73.98588000000001,Entire townhouse,Entire home/apt,6,3.5,3,300,5.0,0.24
0,1,Upper West Side,Manhattan,40.78977,-73.9728,Entire condominium (condo),Entire home/apt,4,2.5,2,333,0.0,0.0
0,0,Midtown,Manhattan,40.7561,-73.96686,Entire townhouse,Entire home/apt,7,1.5,3,230,0.0,0.0
1,11,Midtown,Manhattan,40.74813,-73.98850999999999,Entire rental unit,Entire home/apt,5,1.0,2,367,4.74,10.16
1,11,Midtown,Manhattan,40.74629,-73.98688,Entire rental unit,Entire home/apt,8,1.0,1,408,4.88,8.95
1,11,Midtown,Manhattan,40.74818,-73.98725999999999,Entire rental unit,Entire home/apt,8,1.0,1,428,4.88,8.6
0,0,Fort Greene,Brooklyn,40.68746,-73.97528,Entire condominium (condo),Entire home/apt,2,1.0,1,210,5.0,0.23
1,1,Astoria,Queens,40.76418,-73.92638000000001,Entire residential home,Entire home/apt,6,1.0,4,324,5.0,5.17
0,2,Harlem,Manhattan,40.80549,-73.9482,Entire rental unit,Entire home/apt,6,1.0,2,295,4.92,2.31
0,22,Hell's Kitchen,Manhattan,40.755590000000005,-73.99831,Entire rental unit,Entire home/apt,6,1.0,4,350,4.36,3.36
1,7,Bedford-Stuyvesant,Brooklyn,40.68418,-73.94205,Entire rental unit,Entire home/apt,6,2.0,3,170,5.0,0.27
0,0,Bushwick,Brooklyn,40.70407,-73.92065,Entire condominium (condo),Entire home/apt,2,2.0,1,100,0.0,0.0
0,1,Upper East Side,Manhattan,40.77834834533816,-73.94573854306896,Entire rental unit,Entire home/apt,2,1.0,1,140,5.0,0.4
0,1,Howard Beach,Queens,40.65424,-73.84639,Entire residential home,Entire home/apt,6,2.0,4,250,4.2,4.23
0,0,Lower East Side,Manhattan,40.72008,-73.98306,Entire rental unit,Entire home/apt,4,1.0,2,345,5.0,0.97
0,4,Fresh Meadows,Queens,40.72926,-73.78704,Entire residential home,Entire home/apt,14,2.5,5,255,5.0,2.11
0,3,Murray Hill,Manhattan,40.75152,-73.98002,Entire rental unit,Entire home/apt,2,1.0,1,255,4.29,1.3
0,1,Williamsburg,Brooklyn,40.70016,-73.94896,Entire rental unit,Entire home/apt,4,1.0,1,100,5.0,0.47
0,0,Williamsbridge,Bronx,40.88408,-73.86027,Entire rental unit,Entire home/apt,6,1.0,2,200,5.0,3.0
0,1,Bayside,Queens,40.77806,-73.77248,Entire residential home,Entire home/apt,16,5.0,5,894,4.7,2.54
0,0,Cypress Hills,Brooklyn,40.68133,-73.88341,Entire rental unit,Entire home/apt,4,1.0,2,125,4.46,26.0
0,1,Harlem,Manhattan,40.80056,-73.95444,Entire rental unit,Entire home/apt,4,2.0,2,164,0.0,0.0
0,5,Tompkinsville,Staten Island,40.63481,-74.08688000000001,Entire rental unit,Entire home/apt,4,1.0,2,136,0.0,0.0
0,0,Jackson Heights,Queens,40.75057,-73.86329,Entire rental unit,Entire home/apt,4,1.0,2,130,5.0,1.15
0,0,Bedford-Stuyvesant,Brooklyn,40.683040000000005,-73.91235,Entire townhouse,Entire home/apt,7,2.5,3,275,5.0,0.34
1,3,Arverne,Queens,40.59282,-73.7967,Entire rental unit,Entire home/apt,4,1.0,2,226,5.0,2.03
0,1,Windsor Terrace,Brooklyn,40.649840000000005,-73.97989,Entire guest suite,Entire home/apt,2,1.0,1,85,5.0,0.94
1,33,Hell's Kitchen,Manhattan,40.75969,-73.991,Entire rental unit,Entire home/apt,4,1.0,2,148,5.0,0.53
0,46,Upper East Side,Manhattan,40.77282,-73.95574,Entire rental unit,Entire home/apt,3,1.0,1,199,5.0,0.34
0,1,East Elmhurst,Queens,40.75663,-73.88729000000001,Entire residential home,Entire home/apt,5,2.0,3,200,0.0,0.0
0,1,Lower East Side,Manhattan,40.7215,-73.98923,Entire loft,Entire home/apt,4,1.0,2,350,4.73,3.63
0,1,East Village,Manhattan,40.72726,-73.97705,Entire condominium (condo),Entire home/apt,4,1.0,2,180,5.0,1.0
1,2,Upper West Side,Manhattan,40.77703,-73.98263,Entire guesthouse,Entire home/apt,12,3.0,4,800,4.57,1.35
0,0,Upper East Side,Manhattan,40.77067,-73.95034,Entire condominium (condo),Entire home/apt,2,1.0,1,300,0.0,0.0
1,0,Mott Haven,Bronx,40.8087,-73.91909,Entire residential home,Entire home/apt,8,1.5,4,288,4.88,3.2
0,177,Hell's Kitchen,Manhattan,40.76533,-73.99004000000001,Entire rental unit,Entire home/apt,2,1.0,1,110,3.0,0.48
1,1,West Village,Manhattan,40.73123,-74.00523000000001,Entire rental unit,Entire home/apt,2,1.0,1,325,5.0,0.39
1,33,Hell's Kitchen,Manhattan,40.75923,-73.98907,Entire rental unit,Entire home/apt,4,1.0,2,127,0.0,0.0
0,1,Jamaica,Queens,40.68217,-73.80055,Entire rental unit,Entire home/apt,5,1.0,2,150,4.86,2.31
0,1,Bedford-Stuyvesant,Brooklyn,40.69381,-73.94532,Entire residential home,Entire home/apt,7,2.5,3,299,4.36,1.76
0,0,Astoria,Queens,40.76706,-73.92487,Entire rental unit,Entire home/apt,4,1.0,1,93,5.0,1.25
0,10,Midtown,Manhattan,40.74605,-73.98889,Entire rental unit,Entire home/apt,6,1.0,1,189,5.0,2.46
1,2,Springfield Gardens,Queens,40.665,-73.77379,Entire guest suite,Entire home/apt,5,1.0,2,222,4.88,9.36
1,0,Harlem,Manhattan,40.81138,-73.94424000000001,Entire guest suite,Entire home/apt,4,1.5,2,235,5.0,11.0
1,2,Upper West Side,Manhattan,40.79996,-73.9666,Entire condominium (condo),Entire home/apt,3,1.0,1,150,4.9,9.26
0,1,Forest Hills,Queens,40.70954,-73.85218,Entire guest suite,Entire home/apt,2,1.0,1,120,5.0,10.0
1,33,Hell's Kitchen,Manhattan,40.76076,-73.98898,Entire rental unit,Entire home/apt,4,1.0,3,180,5.0,0.48
0,0,Windsor Terrace,Brooklyn,40.65543,-73.97818000000001,Entire rental unit,Entire home/apt,5,1.0,3,131,5.0,0.28
0,1,Harlem,Manhattan,40.80369,-73.9558,Entire rental unit,Entire home/apt,3,2.0,2,229,0.0,0.0
1,0,Maspeth,Queens,40.71748,-73.90144000000001,Entire residential home,Entire home/apt,5,1.0,3,199,4.94,3.57
0,9,Greenwich Village,Manhattan,40.72903,-74.00131,Entire rental unit,Entire home/apt,2,1.0,1,225,5.0,0.39
0,2273,Midtown,Manhattan,40.750890000000005,-73.97039000000001,Entire rental unit,Entire home/apt,2,1.0,1,324,0.0,0.0
0,1,Williamsburg,Brooklyn,40.70471,-73.94064,Entire rental unit,Entire home/apt,3,1.0,2,130,3.0,0.57
1,4,Jamaica,Queens,40.687073,-73.77549,Entire residential home,Entire home/apt,10,2.0,3,108,4.8,5.0
0,4,Bedford-Stuyvesant,Brooklyn,40.68905,-73.93757,Entire rental unit,Entire home/apt,16,2.0,3,654,5.0,0.31
0,4,Bedford-Stuyvesant,Brooklyn,40.68942,-73.93584,Entire rental unit,Entire home/apt,16,2.0,2,654,0.0,0.0
0,0,West Village,Manhattan,40.73065,-74.00366,Entire rental unit,Entire home/apt,2,1.0,1,250,0.0,0.0
0,0,Fort Greene,Brooklyn,40.69194,-73.97272,Entire condominium (condo),Entire home/apt,4,1.0,3,310,4.86,1.76
0,1,Olinville,Bronx,40.8834,-73.8632,Entire residential home,Entire home/apt,2,1.0,1,160,0.0,0.0
1,2,East Elmhurst,Queens,40.75665,-73.87943,Entire residential home,Entire home/apt,4,1.0,2,180,4.91,11.0
0,0,Hell's Kitchen,Manhattan,40.76553,-73.9909,Entire rental unit,Entire home/apt,6,1.0,3,325,4.0,0.3
1,14,Midtown,Manhattan,40.76624,-73.97967,Entire residential home,Entire home/apt,4,2.0,1,283,0.0,0.0
0,0,Williamsburg,Brooklyn,40.71005,-73.95455,Entire rental unit,Entire home/apt,3,1.0,2,250,0.0,0.0
0,1,Williamsburg,Brooklyn,40.71024,-73.96355,Entire loft,Entire home/apt,2,1.0,1,175,4.0,0.24
0,3,Bedford-Stuyvesant,Brooklyn,40.68076,-73.92291,Entire rental unit,Entire home/apt,6,1.0,3,78,1.0,0.25
0,0,Long Island City,Queens,40.75009,-73.93943,Entire condominium (condo),Entire home/apt,2,1.0,1,229,0.0,0.0
1,7,East Flatbush,Brooklyn,40.649370000000005,-73.9502,Entire rental unit,Entire home/apt,3,1.0,1,153,4.85,11.8
1,1,Parkchester,Bronx,40.83806,-73.86827,Entire residential home,Entire home/apt,6,1.0,2,201,4.82,1.75
1,3,West Village,Manhattan,40.72887,-74.00278,Entire rental unit,Entire home/apt,1,1.0,1,271,4.84,5.7
0,1,Claremont Village,Bronx,40.84445,-73.90612,Entire rental unit,Entire home/apt,4,1.0,1,200,0.0,0.0
0,1,Tremont,Bronx,40.84557,-73.88656,Entire rental unit,Entire home/apt,2,1.0,1,115,4.5,15.43
0,0,Crown Heights,Brooklyn,40.67285,-73.91909,Entire place,Entire home/apt,3,1.0,2,120,5.0,6.0
0,0,Bushwick,Brooklyn,40.70527,-73.92368,Entire rental unit,Entire home/apt,4,1.0,2,399,5.0,0.67
0,1,Kips Bay,Manhattan,40.74133,-73.98194000000001,Entire residential home,Entire home/apt,12,2.0,4,757,4.8,1.24
0,53,Midtown,Manhattan,40.76401,-73.98340999999999,Entire rental unit,Entire home/apt,5,1.0,2,195,3.0,0.7
0,53,Theater District,Manhattan,40.76361,-73.98343,Entire rental unit,Entire home/apt,5,1.0,2,185,0.0,0.0
0,1,Lower East Side,Manhattan,40.71294,-73.99253,Entire rental unit,Entire home/apt,2,1.0,1,185,5.0,0.35
0,0,Hell's Kitchen,Manhattan,40.7621,-73.99951999999999,Entire rental unit,Entire home/apt,4,1.0,1,275,5.0,0.7
0,0,Battery Park City,Manhattan,40.71032,-74.01675999999999,Entire condominium (condo),Entire home/apt,3,1.0,1,222,5.0,0.35
0,1,Bedford-Stuyvesant,Brooklyn,40.68823,-73.95583,Entire rental unit,Entire home/apt,4,1.0,1,160,5.0,1.76
0,2232,Murray Hill,Manhattan,40.74467,-73.97326,Entire serviced apartment,Entire home/apt,7,2.0,3,496,0.0,0.0
0,1,Washington Heights,Manhattan,40.85036,-73.93906,Entire rental unit,Entire home/apt,4,2.0,3,100,5.0,0.86
0,0,Greenpoint,Brooklyn,40.72676,-73.95603,Entire rental unit,Entire home/apt,4,1.0,2,260,0.0,0.0
0,0,Upper West Side,Manhattan,40.78773,-73.9725,Entire rental unit,Entire home/apt,2,1.0,1,141,5.0,0.23
0,1,Queens Village,Queens,40.7068,-73.74808,Entire residential home,Entire home/apt,5,1.0,3,109,4.36,5.28
1,3,Springfield Gardens,Queens,40.69077,-73.74803,Entire rental unit,Entire home/apt,4,1.0,2,141,5.0,0.83
0,0,Greenpoint,Brooklyn,40.72847,-73.95952,Entire condominium (condo),Entire home/apt,2,1.0,1,175,0.0,0.0
0,1,Flatbush,Brooklyn,40.64755,-73.96,Entire rental unit,Entire home/apt,3,1.0,1,100,4.33,0.51
1,2,Williamsburg,Brooklyn,40.70987,-73.94728,Entire residential home,Entire home/apt,4,1.0,2,250,4.91,11.0
1,2,East Flatbush,Brooklyn,40.635670000000005,-73.94713,Entire rental unit,Entire home/apt,5,2.0,3,199,5.0,1.41
0,0,Harlem,Manhattan,40.82567,-73.94489,Entire rental unit,Entire home/apt,4,1.0,1,180,4.5,0.37
0,1,Brooklyn Heights,Brooklyn,40.695040000000006,-73.99278000000001,Entire rental unit,Entire home/apt,3,1.0,1,200,5.0,0.22
0,0,Bedford-Stuyvesant,Brooklyn,40.68444,-73.93845999999999,Entire rental unit,Entire home/apt,5,1.0,2,175,0.0,0.0
1,0,Jackson Heights,Queens,40.75285,-73.88539,Entire condominium (condo),Entire home/apt,2,1.0,1,98,4.94,6.35
0,0,Bushwick,Brooklyn,40.70089,-73.91852,Entire rental unit,Entire home/apt,2,1.0,2,78,0.0,0.0
1,9,Crown Heights,Brooklyn,40.67129,-73.92768000000001,Entire residential home,Entire home/apt,10,2.0,3,306,4.71,3.5
1,9,Crown Heights,Brooklyn,40.67158,-73.92963,Entire residential home,Entire home/apt,12,2.0,4,350,4.58,2.86
0,1,Concourse Village,Bronx,40.82092,-73.92437,Entire condominium (condo),Entire home/apt,9,1.0,1,182,4.25,4.84
0,1,East Village,Manhattan,40.72858,-73.9809,Entire rental unit,Entire home/apt,2,1.0,1,100,4.5,0.4
0,0,Ridgewood,Queens,40.69663,-73.90285,Entire rental unit,Entire home/apt,5,1.0,3,240,4.5,0.63
1,2,Flatlands,Brooklyn,40.62133,-73.92777,Entire rental unit,Entire home/apt,4,1.0,1,110,4.95,10.91
0,1,Midtown,Manhattan,40.75141,-73.98269,Entire rental unit,Entire home/apt,4,1.0,1,183,4.06,4.1
1,3,Cypress Hills,Brooklyn,40.68058,-73.89177,Entire residential home,Entire home/apt,2,1.0,1,100,5.0,1.7
1,1,Astoria,Queens,40.77427,-73.92764,Entire rental unit,Entire home/apt,3,1.0,1,138,5.0,2.9
1,1,Clinton Hill,Brooklyn,40.68971,-73.96544,Entire townhouse,Entire home/apt,3,2.5,2,350,5.0,0.3
0,1,Williamsburg,Brooklyn,40.70845,-73.9474,Entire rental unit,Entire home/apt,2,1.0,2,280,4.8,1.12
0,0,Bedford-Stuyvesant,Brooklyn,40.68209,-73.92051,Entire rental unit,Entire home/apt,4,1.0,2,175,4.89,9.0
0,1,Long Island City,Queens,40.75976,-73.92899,Entire residential home,Entire home/apt,8,1.0,3,229,4.84,22.06
1,3,Bedford-Stuyvesant,Brooklyn,40.68364,-73.94448,Entire rental unit,Entire home/apt,3,1.0,1,165,4.95,4.69
0,1,Kips Bay,Manhattan,40.74041,-73.97961,Entire rental unit,Entire home/apt,1,1.0,1,140,5.0,1.52
1,0,East Harlem,Manhattan,40.81533,-73.93524000000001,Entire rental unit,Entire home/apt,3,1.0,1,160,4.79,33.0
1,1,Bedford-Stuyvesant,Brooklyn,40.69653,-73.94856999999999,Entire rental unit,Entire home/apt,2,1.0,1,106,4.91,21.88
0,2,Flatbush,Brooklyn,40.65203,-73.96344,Entire rental unit,Entire home/apt,2,1.0,1,100,0.0,0.0
0,1,Williamsburg,Brooklyn,40.72058,-73.95541,Entire rental unit,Entire home/apt,2,1.0,1,125,4.0,1.0
0,1,Ditmars Steinway,Queens,40.77568,-73.90218,Entire rental unit,Entire home/apt,2,1.0,1,125,0.0,0.0
0,2,Fort Greene,Brooklyn,40.68813,-73.97440999999999,Entire rental unit,Entire home/apt,1,2.0,1,81,4.25,5.56
0,0,Greenpoint,Brooklyn,40.72486,-73.94666,Entire rental unit,Entire home/apt,2,1.0,1,200,5.0,0.18
0,2273,Hell's Kitchen,Manhattan,40.760940000000005,-73.98716999999999,Entire rental unit,Entire home/apt,2,1.0,1,242,0.0,0.0
0,2273,Flatiron District,Manhattan,40.74282,-73.99205,Entire rental unit,Entire home/apt,4,1.0,2,462,0.0,0.0
0,0,Fort Greene,Brooklyn,40.68943,-73.9722,Entire rental unit,Entire home/apt,2,1.0,1,180,5.0,0.9
1,0,Prospect-Lefferts Gardens,Brooklyn,40.66005,-73.95834,Entire rental unit,Entire home/apt,4,1.0,1,130,5.0,7.8
0,1,Greenpoint,Brooklyn,40.73734,-73.9584,Entire condominium (condo),Entire home/apt,3,1.0,1,240,5.0,0.23
0,10,East New York,Brooklyn,40.66296,-73.88902,Entire rental unit,Entire home/apt,4,1.0,2,140,5.0,0.33
1,3,East Elmhurst,Queens,40.76216,-73.88219000000001,Entire residential home,Entire home/apt,4,1.0,2,133,5.0,3.3
0,0,Astoria,Queens,40.75999,-73.91601999999999,Entire rental unit,Entire home/apt,4,2.0,2,325,0.0,0.0
0,4,Upper East Side,Manhattan,40.76365,-73.96666,Entire rental unit,Entire home/apt,2,1.0,1,318,5.0,1.67
0,0,Hell's Kitchen,Manhattan,40.764149,-73.991844,Entire rental unit,Entire home/apt,3,1.0,1,316,5.0,0.71
1,0,East Flatbush,Brooklyn,40.64163,-73.93033,Entire residential home,Entire home/apt,4,1.0,2,106,4.9,9.68
0,1,Harlem,Manhattan,40.80995,-73.9478,Entire rental unit,Entire home/apt,4,1.0,1,160,4.73,15.0
0,2,East Flatbush,Brooklyn,40.64774,-73.94967,Entire condominium (condo),Entire home/apt,4,2.5,2,233,5.0,1.18
0,1,Kingsbridge,Bronx,40.87039,-73.89849,Entire rental unit,Entire home/apt,2,1.0,1,85,0.0,0.0
0,0,Van Nest,Bronx,40.84317,-73.86575,Entire rental unit,Entire home/apt,4,1.0,1,102,5.0,5.0
0,0,Fort Greene,Brooklyn,40.68715,-73.97907,Entire condominium (condo),Entire home/apt,4,2.0,2,343,5.0,0.62
0,3,Williamsburg,Brooklyn,40.71238,-73.9556,Entire rental unit,Entire home/apt,4,1.0,2,250,4.8,1.07
1,1,Williamsburg,Brooklyn,40.7126,-73.94766,Entire townhouse,Entire home/apt,8,3.0,4,398,5.0,0.67
1,0,Sheepshead Bay,Brooklyn,40.58501,-73.95345,Entire serviced apartment,Entire home/apt,3,1.0,2,139,3.83,1.68
0,2,Upper West Side,Manhattan,40.77993,-73.98098,Entire rental unit,Entire home/apt,6,2.0,2,1400,4.8,0.97
1,0,Bedford-Stuyvesant,Brooklyn,40.67964,-73.94179,Entire rental unit,Entire home/apt,4,1.0,2,138,4.93,5.23
0,2,Hell's Kitchen,Manhattan,40.7696,-73.9907,Tent,Entire home/apt,6,1.0,2,750,0.0,0.0
0,55,Upper East Side,Manhattan,40.77354,-73.95546999999999,Entire rental unit,Entire home/apt,4,1.0,1,170,0.0,0.0
0,3,Forest Hills,Queens,40.73241,-73.84899999999999,Entire residential home,Entire home/apt,5,1.0,1,108,0.0,0.0
0,0,Upper East Side,Manhattan,40.76884,-73.95475,Entire rental unit,Entire home/apt,6,1.5,2,474,4.81,3.2
0,1,Bedford-Stuyvesant,Brooklyn,40.68214,-73.94376,Entire rental unit,Entire home/apt,4,1.0,2,185,5.0,0.24
0,2273,Midtown,Manhattan,40.75375,-73.97506,Entire rental unit,Entire home/apt,2,1.0,1,231,0.0,0.0
0,2273,Midtown,Manhattan,40.75193,-73.9754,Entire rental unit,Entire home/apt,2,1.0,1,239,0.0,0.0
0,2273,Midtown,Manhattan,40.7518,-73.97491,Entire rental unit,Entire home/apt,2,1.0,1,322,0.0,0.0
0,22,Hell's Kitchen,Manhattan,40.75643,-73.99784,Entire rental unit,Entire home/apt,8,2.0,5,450,4.33,1.29
0,2,Hell's Kitchen,Manhattan,40.76542,-73.98718000000001,Entire rental unit,Entire home/apt,6,1.0,2,296,4.17,2.14
0,0,Coney Island,Brooklyn,40.57943,-73.9847,Entire rental unit,Entire home/apt,6,2.0,3,360,0.0,0.0
0,204,Chelsea,Manhattan,40.74113,-73.99885,Entire rental unit,Entire home/apt,3,1.0,1,186,0.0,0.0
1,2,Midtown,Manhattan,40.76657,-73.98105,Entire condominium (condo),Entire home/apt,4,1.0,1,477,4.5,1.85
0,2,Flatbush,Brooklyn,40.65254,-73.96523,Entire rental unit,Entire home/apt,3,1.0,1,150,5.0,0.2
1,1,Upper East Side,Manhattan,40.76388,-73.95654,Entire rental unit,Entire home/apt,2,1.0,3,331,4.33,0.59
0,6,Harlem,Manhattan,40.82323,-73.94933,Entire rental unit,Entire home/apt,15,4.0,5,750,0.0,0.0
0,2,College Point,Queens,40.79413,-73.84442,Entire rental unit,Entire home/apt,2,2.0,2,218,0.0,0.0
0,0,Columbia St,Brooklyn,40.68526,-74.00291999999999,Entire rental unit,Entire home/apt,4,1.0,1,375,5.0,0.56
0,0,Williamsburg,Brooklyn,40.714577,-73.946495,Entire rental unit,Entire home/apt,2,1.0,2,120,4.0,0.32
0,25,Midtown,Manhattan,40.75416,-73.96462,Entire rental unit,Entire home/apt,6,1.5,2,260,0.0,0.0
